date,cnyrub,cnyrub_numtrades,cnyrub_wap
2023-09-26,13.149,43329.0,13.1512
2023-09-27,13.213,31650.0,13.1838
2023-09-28,13.308,51048.0,13.2797
2023-09-29,13.493,36289.0,13.3729
2023-10-02,13.6,34850.0,13.5125
2023-10-03,13.597,37064.0,13.5557
2023-10-04,13.629,34174.0,13.5827
2023-10-05,13.727,36537.0,13.6261
2023-10-06,13.715,49795.0,13.7359
2023-10-09,13.585,73093.0,13.8463
2023-10-10,13.731,66308.0,13.6842
2023-10-11,13.708,46250.0,13.7015
2023-10-12,13.3,95634.0,13.2905
2023-10-13,13.31,47068.0,13.305
2023-10-16,13.298,51334.0,13.2892
2023-10-17,13.32,45526.0,13.2903
2023-10-18,13.286,58051.0,13.2885
2023-10-19,13.225,53354.0,13.243
2023-10-20,13.004,52532.0,13.0762
2023-10-23,12.882,55334.0,12.9268
2023-10-24,12.74,51116.0,12.7683
2023-10-25,12.718,73928.0,12.7093
2023-10-26,12.778,139374.0,12.7561
2023-10-27,12.8,109552.0,12.7232
2023-10-30,12.64,88607.0,12.7121
2023-10-31,12.685,84132.0,12.5865
2023-11-01,12.639,82662.0,12.6971
2023-11-02,12.71,60151.0,12.7071
2023-11-03,12.657,74681.0,12.6895
2023-11-06,12.679,7558.0,12.669
2023-11-07,12.678,68314.0,12.6678
2023-11-08,12.624,41791.0,12.6586
2023-11-09,12.6,43740.0,12.603
2023-11-10,12.611,40972.0,12.6034
2023-11-13,12.545,46271.0,12.6036
2023-11-14,12.47,56127.0,12.4887
2023-11-15,12.321,68163.0,12.3373
2023-11-16,12.275,59300.0,12.2516
2023-11-17,12.469,51782.0,12.3294
2023-11-20,12.318,81406.0,12.33
2023-11-21,12.292,77923.0,12.3003
2023-11-22,12.302,38678.0,12.3036
2023-11-23,12.339,45979.0,12.3269
2023-11-24,12.387,50729.0,12.3956
2023-11-27,12.39,37921.0,12.3801
2023-11-28,12.481,38044.0,12.3844
2023-11-29,12.407,59077.0,12.4422
2023-11-30,12.489,45531.0,12.408
2023-12-01,12.625,36972.0,12.558
2023-12-04,12.733,42200.0,12.6917
2023-12-05,12.8775,61445.0,12.8292
2023-12-06,12.945,66393.0,12.9411
2023-12-07,12.8515,46384.0,12.9258
2023-12-08,12.786,64684.0,12.7858
2023-12-11,12.608,84921.0,12.6487
2023-12-12,12.5285,52976.0,12.5602
2023-12-13,12.51,54397.0,12.4978
2023-12-14,12.655,59515.0,12.5574
2023-12-15,12.6435,72746.0,12.619
2023-12-18,12.597,82896.0,12.6492
2023-12-19,12.665,87810.0,12.5912
2023-12-20,12.743,66162.0,12.6749
2023-12-21,12.85,95701.0,12.8214
2023-12-22,12.839,62239.0,12.8585
2023-12-25,12.761,47996.0,12.8221
2023-12-26,12.788,57059.0,12.7902
2023-12-27,12.735,84770.0,12.7962
2023-12-28,12.6,92940.0,12.6639
2023-12-29,12.6115,63839.0,12.5922
2024-01-03,12.752,14385.0,12.7257
2024-01-04,12.676,19600.0,12.7068
2024-01-05,12.65,9771.0,12.6485
2024-01-08,12.711,13458.0,12.6447
2024-01-09,12.4935,96991.0,12.5615
2024-01-10,12.409,71146.0,12.4317
2024-01-11,12.323,82118.0,12.3647
2024-01-12,12.226,80728.0,12.2459
2024-01-15,12.1335,64666.0,12.1552
2024-01-16,12.12,81519.0,12.1301
2024-01-17,12.2165,77337.0,12.1933
2024-01-18,12.265,69767.0,12.2536
2024-01-19,12.216,55082.0,12.2644
2024-01-22,12.19,57269.0,12.1853
2024-01-23,12.278,74894.0,12.2362
2024-01-24,12.346,92888.0,12.2957
2024-01-25,12.379,101588.0,12.3439
2024-01-26,12.487,71569.0,12.4432
2024-01-29,12.3545,67284.0,12.4426
2024-01-30,12.439,58223.0,12.4059
2024-01-31,12.501,62697.0,12.4617
2024-02-01,12.566,51065.0,12.5398
2024-02-02,12.612,58286.0,12.6053
2024-02-05,12.55,75147.0,12.5987
2024-02-06,12.648,70365.0,12.6031
2024-02-07,12.6505,60470.0,12.6428
2024-02-08,12.556,105113.0,12.626
2024-02-09,12.571,61649.0,12.5419
2024-02-12,12.6,49799.0,12.5654
2024-02-13,12.557,45630.0,12.5726
2024-02-14,12.583,49165.0,12.5875
2024-02-15,12.7385,81499.0,12.6679
2024-02-16,12.6515,89179.0,12.7333
2024-02-19,12.78,78656.0,12.7657
2024-02-20,12.7995,110445.0,12.7981
2024-02-21,12.7935,78904.0,12.7991
2024-02-22,12.809,103891.0,12.7904
2024-02-26,12.76,73725.0,12.7782
2024-02-27,12.734,71100.0,12.7427
2024-02-28,12.6025,102763.0,12.6865
2024-02-29,12.582,91410.0,12.5691
2024-03-01,12.665,50671.0,12.6338
2024-03-04,12.657,39718.0,12.6513
2024-03-05,12.5575,70354.0,12.6086
2024-03-06,12.533,60695.0,12.5169
2024-03-07,12.6005,42507.0,12.5811
2024-03-11,12.595,67018.0,12.5956
2024-03-12,12.769,60539.0,12.6703
2024-03-13,12.6865,83989.0,12.6982
2024-03-14,12.7,60096.0,12.7103
2024-03-15,12.87,51230.0,12.7511
2024-03-18,12.73,76194.0,12.7483
2024-03-19,12.834,63898.0,12.7796
2024-03-20,12.798,55153.0,12.8213
2024-03-21,12.7295,93713.0,12.742
2024-03-22,12.7485,68261.0,12.7427
2024-03-25,12.777,44307.0,12.7877
2024-03-26,12.799,51939.0,12.786
2024-03-27,12.662,105065.0,12.704
2024-03-28,12.714,62719.0,12.7011
2024-03-29,12.671,88172.0,12.6737
2024-04-01,12.685,56874.0,12.6903
2024-04-02,12.72,49772.0,12.7209
2024-04-03,12.7215,57511.0,12.7156
2024-04-04,12.724,45821.0,12.7153
2024-04-05,12.759,56988.0,12.7589
2024-04-08,12.775,35006.0,12.77
2024-04-09,12.823,41719.0,12.7997
2024-04-10,12.8755,51798.0,12.8731
2024-04-11,12.8555,48558.0,12.8985
2024-04-12,12.857,36962.0,12.8698
2024-04-15,12.8845,37658.0,12.8823
2024-04-16,12.9775,52433.0,12.9364
2024-04-17,12.98,40880.0,12.9941
2024-04-18,12.9535,54056.0,12.9706
2024-04-19,12.84,55764.0,12.874
2024-04-22,12.8505,51849.0,12.852
2024-04-23,12.806,42333.0,12.8365
2024-04-24,12.6745,53639.0,12.7175
2024-04-25,12.652,64114.0,12.6716
2024-04-26,12.574,97499.0,12.6068
2024-04-27,12.7,35247.0,12.5785
2024-04-29,12.739,19602.0,12.7387
2024-04-30,12.739,18545.0,12.73
2024-05-02,12.703,58938.0,12.6892
2024-05-03,12.6955,52701.0,12.7015
2024-05-06,12.6445,52710.0,12.65
2024-05-07,12.596,71982.0,12.5985
2024-05-08,12.6255,66546.0,12.6228
2024-05-10,12.692,33710.0,12.6688
2024-05-13,12.5765,54771.0,12.6216
2024-05-14,12.6085,50471.0,12.6012
2024-05-15,12.5735,44262.0,12.6036
2024-05-16,12.5875,54347.0,12.5827
2024-05-17,12.5715,36210.0,12.576
2024-05-20,12.503,47868.0,12.513
2024-05-21,12.408,50621.0,12.4601
2024-05-22,12.409,40716.0,12.4213
2024-05-23,12.39,41283.0,12.4216
2024-05-24,12.288,56944.0,12.3287
2024-05-27,12.1775,74033.0,12.195
2024-05-28,12.1885,67003.0,12.1702
2024-05-29,12.301,51691.0,12.276
2024-05-30,12.3655,43462.0,12.3656
2024-05-31,12.388,49541.0,12.403
2024-06-03,12.2725,65340.0,12.2976
2024-06-04,12.229,58736.0,12.2311
2024-06-05,12.216,51537.0,12.2254
2024-06-06,12.2255,55736.0,12.2265
2024-06-07,12.2555,60058.0,12.237
2024-06-10,12.1725,65243.0,12.2181
2024-06-11,12.2255,47273.0,12.2305
2024-06-13,12.2205,131658.0,12.0729
2024-06-14,12.15,69784.0,12.1606
2024-06-17,11.951,40836.0,12.0822
2024-06-18,11.45,67954.0,11.763
2024-06-19,11.1925,126079.0,11.1732
2024-06-20,11.949,125837.0,11.5488
2024-06-21,12.0455,112169.0,12.0418
2024-06-24,11.6795,79406.0,11.8373
2024-06-25,11.895,59346.0,11.817
2024-06-26,11.713,65337.0,11.8158
2024-06-27,11.5255,86317.0,11.4936
2024-06-28,11.7345,92326.0,11.588
2024-07-01,11.8755,54657.0,11.8075
2024-07-02,11.814,52936.0,11.8929
2024-07-03,11.903,30849.0,11.8991
2024-07-04,11.99,27545.0,11.9936
2024-07-05,11.973,42166.0,11.9974
2024-07-08,11.9105,32750.0,11.9736
2024-07-09,11.949,31137.0,11.9454
2024-07-10,11.984,31656.0,11.963
2024-07-11,11.952,21336.0,11.9952
2024-07-12,11.97,24357.0,11.9751
2024-07-15,12.086,30571.0,12.0038
2024-07-16,12.039,25315.0,12.05
2024-07-17,12.003,32964.0,12.0493
2024-07-18,12.0285,47255.0,12.024
2024-07-19,11.9715,40444.0,12.0139
2024-07-22,11.972,45293.0,11.9736
2024-07-23,11.9035,46265.0,11.9065
2024-07-24,11.8105,35334.0,11.8242
2024-07-25,11.766,58361.0,11.7426
2024-07-26,11.85,65477.0,11.7397
2024-07-29,11.795,51884.0,11.844
2024-07-30,11.846,59385.0,11.8429
2024-07-31,11.84,32793.0,11.8668
2024-08-01,11.7755,41589.0,11.7848
2024-08-02,11.76,48847.0,11.8237
2024-08-05,11.8445,44609.0,11.8483
2024-08-06,11.85,36180.0,11.7994
2024-08-07,11.83,29937.0,11.8129
2024-08-08,11.858,39726.0,11.8718
2024-08-09,11.875,35806.0,11.8907
2024-08-12,11.891,32528.0,11.8752
2024-08-13,12.0785,56104.0,12.0294
2024-08-14,11.94,51789.0,12.0589
2024-08-15,11.982,69036.0,11.9353
2024-08-16,12.0685,50640.0,12.0513
2024-08-19,12.1005,33357.0,12.1174
2024-08-20,12.1865,30068.0,12.1244
2024-08-21,12.09,53587.0,12.1981
2024-08-22,11.84,63193.0,11.9466
2024-08-23,11.841,73658.0,11.7828
2024-08-26,11.678,85939.0,11.686
2024-08-27,11.799,77584.0,11.7537
2024-08-28,11.839,66614.0,11.8404
2024-08-29,11.925,88440.0,11.9068
2024-08-30,12.049,85993.0,12.0168
2024-09-02,12.045,55073.0,12.0462
2024-09-03,12.117,47485.0,12.1129
2024-09-04,12.69,70814.0,12.5459
2024-09-05,12.499,50574.0,12.5021
2024-09-06,12.623,39133.0,12.5545
2024-09-09,12.6465,30505.0,12.633
2024-09-10,12.682,37220.0,12.6955
2024-09-11,12.6945,77750.0,12.7136
2024-09-12,12.7305,33196.0,12.7294
2024-09-13,12.765,68605.0,12.7229
2024-09-16,12.92,37946.0,12.7905
2024-09-17,12.882,45835.0,12.9174
2024-09-18,12.9985,68710.0,12.9487
2024-09-19,12.967,119502.0,13.0854
2024-09-20,13.1195,78985.0,13.0488
2024-09-23,13.144,42354.0,13.1174
2024-09-24,13.1265,62881.0,13.1941
2024-09-25,13.15,62996.0,13.1007
2024-09-26,13.176,47562.0,13.1549
2024-09-27,13.281,34237.0,13.2267
2024-09-30,13.24,41112.0,13.2376
2024-10-01,13.283,37112.0,13.2193
2024-10-02,13.4945,42147.0,13.401
2024-10-03,13.459,42430.0,13.4751
2024-10-04,13.4465,20269.0,13.4237
2024-10-07,13.5095,52531.0,13.5512
2024-10-08,13.6495,47174.0,13.5977
2024-10-09,13.6775,56987.0,13.6866
2024-10-10,13.5105,46668.0,13.6818
2024-10-11,13.469,38814.0,13.4739
2024-10-14,13.526,26045.0,13.5014
2024-10-15,13.58,57845.0,13.5706
2024-10-16,13.53,33260.0,13.5878
2024-10-17,13.549,47083.0,13.5458
2024-10-18,13.383,60932.0,13.4508
2024-10-21,13.5005,37449.0,13.4775
2024-10-22,13.542,25089.0,13.5465
2024-10-23,13.5365,32232.0,13.5207
2024-10-24,13.549,31869.0,13.5359
2024-10-25,13.505,42127.0,13.5009
2024-10-28,13.6165,50265.0,13.6066
2024-10-29,13.577,52041.0,13.5916
2024-10-30,13.6005,21649.0,13.5878
2024-10-31,13.575,38477.0,13.599
2024-11-01,13.6595,22262.0,13.642
2024-11-02,13.668,17843.0,13.6707
2024-11-05,13.704,29784.0,13.7414
2024-11-06,13.5975,27064.0,13.6366
2024-11-07,13.625,32827.0,13.6221
2024-11-08,13.57,35715.0,13.588
2024-11-11,13.513,36083.0,13.5467
2024-11-12,13.5,25461.0,13.4955
2024-11-13,13.6,36485.0,13.599
2024-11-14,13.715,39007.0,13.6633
2024-11-15,13.69,51474.0,13.7811
2024-11-18,13.7595,49229.0,13.7579
2024-11-19,13.8385,49574.0,13.7867
2024-11-20,13.82,27699.0,13.8186
2024-11-21,13.95,50694.0,13.8817
2024-11-22,14.0765,39792.0,13.9638
2024-11-25,14.3805,37884.0,14.258
2024-11-26,14.6705,49278.0,14.4676
2024-11-27,14.47,110024.0,14.8173
2024-11-28,14.7285,61990.0,14.6706
2024-11-29,14.5005,55135.0,14.6907
2024-12-02,14.608,66596.0,14.6149
2024-12-03,14.441,54479.0,14.526
2024-12-04,14.3315,45658.0,14.2529
2024-12-05,13.93,107909.0,14.0727
2024-12-06,13.41,135177.0,13.571
2024-12-09,13.859,59777.0,13.5909
2024-12-10,13.7,129693.0,13.6576
2024-12-11,13.9255,80212.0,13.8923
2024-12-12,13.8,73344.0,13.9432
2024-12-13,13.8695,49568.0,13.9953
2024-12-16,13.859,109462.0,13.8617
2024-12-17,14.07,74181.0,13.9815
2024-12-18,14.1515,71538.0,14.0786
2024-12-19,14.007,74078.0,14.1412
2024-12-20,13.9605,77267.0,13.9884
2024-12-23,13.845,81333.0,13.7985
2024-12-24,13.7,71910.0,13.6695
2024-12-25,13.486,62052.0,13.5855
2024-12-26,13.4,61103.0,13.4685
2024-12-27,13.45,83127.0,13.4462
2024-12-28,13.6735,58424.0,13.4632
2024-12-30,13.705,16346.0,13.71
2025-01-03,13.7975,5515.0,13.7972
2025-01-06,13.624,11547.0,13.6639
2025-01-08,13.51,5784.0,13.6045
2025-01-09,13.58,48365.0,13.6637
2025-01-10,13.72,48087.0,13.6797
2025-01-13,13.818,52229.0,13.8201
2025-01-14,13.9385,44562.0,13.9366
2025-01-15,13.902,40179.0,13.9225
2025-01-16,13.909,50041.0,13.9119
2025-01-17,13.87,41639.0,13.9337
2025-01-20,13.8225,43150.0,13.8307
2025-01-21,13.583,59475.0,13.703
2025-01-22,13.5415,63333.0,13.5438
2025-01-23,13.5495,33254.0,13.5726
2025-01-24,13.469,64811.0,13.5005
2025-01-27,13.4645,83415.0,13.3899
2025-01-28,13.368,59206.0,13.4388
2025-01-29,13.3965,50880.0,13.3837
2025-01-30,13.231,58455.0,13.3474
2025-01-31,13.354,63204.0,13.2725
2025-02-03,13.267,42057.0,13.3824
2025-02-04,13.267,37991.0,13.2849
2025-02-05,12.996,82362.0,13.1511
2025-02-06,13.2425,84187.0,13.0688
2025-02-07,13.2735,65117.0,13.2451
2025-02-10,13.11,42378.0,13.2252
2025-02-11,12.915,117764.0,13.0076
2025-02-12,12.66,80308.0,12.763
2025-02-13,12.28,128010.0,12.3414
2025-02-14,12.475,81721.0,12.4143
2025-02-17,12.333,63606.0,12.4609
2025-02-18,12.4225,74048.0,12.4124
2025-02-19,12.356,71954.0,12.3486
2025-02-20,12.018,61507.0,12.1277
2025-02-21,12.0,66517.0,12.0891
2025-02-24,11.975,74738.0,12.0538
2025-02-25,11.689,82562.0,11.7804
2025-02-26,11.911,131899.0,11.7659
2025-02-27,12.0195,104953.0,11.9591
2025-02-28,12.123,79760.0,12.0978
2025-03-03,12.0945,94115.0,12.1649
2025-03-04,12.16,73642.0,12.1838
2025-03-05,12.228,66072.0,12.2788
2025-03-06,12.273,44831.0,12.2831
2025-03-07,12.132,74104.0,12.1938
2025-03-10,11.875,72157.0,12.05
2025-03-11,11.85,93757.0,11.8293
2025-03-12,11.936,73750.0,11.9333
2025-03-13,11.83,84618.0,11.8717
2025-03-14,11.801,65427.0,11.7903
2025-03-17,11.35,107878.0,11.5504
2025-03-18,11.219,107515.0,11.2526
2025-03-19,11.496,110728.0,11.459
2025-03-20,11.5025,87987.0,11.5901
2025-03-21,11.466,94284.0,11.5528
2025-03-24,11.6045,83194.0,11.4955
2025-03-25,11.489,71041.0,11.5532
2025-03-26,11.45,53486.0,11.5155
2025-03-27,11.42,70400.0,11.4808
2025-03-28,11.685,69316.0,11.5201
2025-03-31,11.681,90174.0,11.7054
2025-04-01,11.473,80264.0,11.5775
2025-04-02,11.511,80510.0,11.5259
2025-04-03,11.58,71309.0,11.4953
2025-04-04,11.7195,102244.0,11.6414
2025-04-07,11.581,64188.0,11.7056
2025-04-08,11.619,77868.0,11.5801
2025-04-09,11.546,63625.0,11.6249
2025-04-10,11.529,52855.0,11.5289
2025-04-11,11.25,78341.0,11.4241
2025-04-14,11.1975,73857.0,11.2182
2025-04-15,11.228,75973.0,11.1764
2025-04-16,11.2655,115200.0,11.2891
2025-04-17,11.0615,88157.0,11.1856
2025-04-18,11.038,80012.0,11.1013
2025-04-21,11.13,58946.0,11.0814
2025-04-22,11.133,71499.0,11.1231
2025-04-23,11.375,119618.0,11.345
2025-04-24,11.354,78890.0,11.3941
2025-04-25,11.329,86772.0,11.3492
2025-04-28,11.2,90449.0,11.268
2025-04-29,11.17,78297.0,11.1994
2025-04-30,11.165,87855.0,11.1719
2025-05-02,11.41,18590.0,11.402
2025-05-05,11.208,67623.0,11.2728
2025-05-06,11.235,36705.0,11.2164
2025-05-07,11.195,50021.0,11.1862
2025-05-08,11.2375,15293.0,11.2936
2025-05-12,11.149,66936.0,11.1664
2025-05-13,11.118,63637.0,11.151
2025-05-14,11.06,60506.0,11.1132
2025-05-15,11.117,57773.0,11.1097
2025-05-16,11.1785,73346.0,11.1633
2025-05-19,11.079,71105.0,11.1158
2025-05-20,11.1725,56901.0,11.1707
2025-05-21,11.0545,77334.0,11.0769
2025-05-22,11.0525,44120.0,11.0219
2025-05-23,11.022,42120.0,11.0718
2025-05-26,11.09,51340.0,11.0813
2025-05-27,11.1185,49495.0,11.1049
2025-05-28,11.0135,92901.0,11.0429
2025-05-29,10.86,79769.0,10.8871
2025-05-30,10.903,45026.0,10.8918
2025-06-02,10.89,45815.0,10.9429
2025-06-03,10.904,56300.0,10.9137
2025-06-04,11.008,80052.0,10.9082
2025-06-05,10.968,77909.0,11.0179
2025-06-06,11.007,74654.0,10.9943
2025-06-09,10.96,53796.0,10.9733
2025-06-10,10.81,87322.0,10.8885
2025-06-11,10.96,81742.0,10.9504
2025-06-13,10.894,10949.0,10.9083
2025-06-16,10.89,85961.0,10.8995
2025-06-17,10.89,96825.0,10.9145
2025-06-18,10.874,48722.0,10.8706
2025-06-19,10.845,91851.0,10.8574
2025-06-20,10.8985,40923.0,10.8991
2025-06-23,10.8695,86201.0,10.8702
2025-06-24,10.91,41449.0,10.9607
2025-06-25,10.891,70575.0,10.9048
2025-06-26,10.9155,61578.0,10.9352
2025-06-27,10.925,26845.0,10.9416
2025-06-30,10.92,38186.0,10.9182
2025-07-01,10.939,33088.0,10.942
2025-07-02,10.947,23945.0,10.948
2025-07-03,10.97,51714.0,10.9853
2025-07-04,10.953,44402.0,10.99
2025-07-07,10.837,77088.0,10.9254
2025-07-08,10.855,36506.0,10.8547
2025-07-09,10.8375,50713.0,10.8409
2025-07-10,10.82,33842.0,10.8174
2025-07-11,10.954,77227.0,10.8748
2025-07-14,10.864,88888.0,10.8882
2025-07-15,10.8315,73819.0,10.835
2025-07-16,10.8385,35967.0,10.8394
2025-07-17,10.846,74387.0,10.8719
2025-07-18,10.938,66132.0,10.9056
2025-07-21,10.857,42694.0,10.8859
2025-07-22,10.9425,55324.0,10.8909
2025-07-23,10.944,111475.0,10.9578
2025-07-24,11.045,54925.0,11.0615
2025-07-25,11.06,51454.0,11.0669
2025-07-28,11.3415,72938.0,11.1991
2025-07-29,11.4195,89197.0,11.4239
2025-07-30,11.1985,75696.0,11.3026
2025-07-31,11.098,80911.0,11.0942
2025-08-01,11.064,45922.0,11.0828
2025-08-04,11.0725,87821.0,11.0625
2025-08-05,11.097,39376.0,11.1013
2025-08-06,11.094,38422.0,11.1152
2025-08-07,10.9905,43049.0,11.0141
2025-08-08,11.0765,68995.0,11.0682
2025-08-11,11.012,33022.0,11.0447
2025-08-12,11.058,38741.0,11.0566
2025-08-13,11.0565,37599.0,11.0635
2025-08-14,11.05,26030.0,11.0867
2025-08-15,11.1035,32087.0,11.1023
2025-08-18,11.179,72602.0,11.1558
2025-08-19,11.15,43574.0,11.1644
2025-08-20,11.148,40726.0,11.1424
2025-08-21,11.162,42602.0,11.155
2025-08-22,11.248,65161.0,11.2029
2025-08-25,11.171,42107.0,11.2384
2025-08-26,11.2325,33729.0,11.1871
2025-08-27,11.23,53941.0,11.2126
2025-08-28,11.238,43348.0,11.2287
2025-08-29,11.256,52808.0,11.2706
2025-09-01,11.2285,40043.0,11.2544
2025-09-02,11.27,58958.0,11.2544
2025-09-03,11.296,48113.0,11.2981
2025-09-04,11.346,36549.0,11.3524
2025-09-05,11.401,31782.0,11.3879
2025-09-08,11.594,41613.0,11.496
2025-09-09,11.778,54756.0,11.7025
2025-09-10,11.917,83296.0,11.8924
2025-09-11,11.949,95868.0,11.936
2025-09-12,11.7495,80924.0,11.8135
2025-09-15,11.564,121872.0,11.589
2025-09-16,11.62,64345.0,11.6105
2025-09-17,11.68,59888.0,11.6695
2025-09-18,11.6995,80863.0,11.6625
2025-09-19,11.7,46977.0,11.7007
2025-09-22,11.72,40478.0,11.7272
2025-09-23,11.704,64261.0,11.7028
2025-09-24,11.663,44741.0,11.7128
2025-09-25,11.705,73423.0,11.7089
2025-09-26,11.5965,74735.0,11.6674
2025-09-29,11.542,62566.0,11.5871
2025-09-30,11.5185,52417.0,11.5411
2025-10-01,11.3595,56845.0,11.3822
2025-10-02,11.317,33557.0,11.3399
2025-10-03,11.49,61668.0,11.4376
2025-10-06,11.473,39901.0,11.5509
2025-10-07,11.4085,41865.0,11.367
2025-10-08,11.27,43653.0,11.3315
2025-10-09,11.331,42702.0,11.3589
2025-10-10,11.34,33694.0,11.3597
2025-10-13,11.1795,125195.0,11.2685
2025-10-14,11.084,83888.0,11.1133
2025-10-15,10.9875,112860.0,11.0101
2025-10-16,11.1975,129514.0,11.1111
2025-10-17,11.38,65217.0,11.3574
2025-10-20,11.275,59114.0,11.3444
2025-10-21,11.408,69991.0,11.3691
2025-10-22,11.374,90726.0,11.4444
2025-10-23,11.377,76555.0,11.3737
2025-10-24,11.147,86529.0,11.2844
2025-10-27,11.165,61454.0,11.0669
2025-10-28,11.17,59930.0,11.1763
2025-10-29,11.22,66896.0,11.1749
2025-10-30,11.2945,71071.0,11.2826
2025-10-31,11.2605,79526.0,11.3269
2025-11-01,11.3,43881.0,11.2561
2025-11-03,11.155,11540.0,11.2226
2025-11-05,11.391,55724.0,11.3435
2025-11-06,11.324,35810.0,11.3611
2025-11-07,11.319,37164.0,11.3421
2025-11-10,11.3635,67573.0,11.3635
2025-11-11,11.3385,68540.0,11.3974
2025-11-12,11.367,33437.0,11.3688
2025-11-13,11.35,57495.0,11.32
2025-11-14,11.3755,47836.0,11.3985
2025-11-17,11.371,29461.0,11.3931
2025-11-18,11.38,40977.0,11.3776
2025-11-19,11.288,58427.0,11.3304
2025-11-20,11.2155,65240.0,11.2672
2025-11-21,11.09,69269.0,11.0664
2025-11-24,11.013,73954.0,11.0467
2025-11-25,11.105,74934.0,11.1001
2025-11-26,11.072,59384.0,11.0764
2025-11-27,11.008,52845.0,11.0225
2025-11-28,10.921,84623.0,11.0018
2025-12-01,10.95,51300.0,10.9574
2025-12-02,10.96,59445.0,10.9257
2025-12-03,10.87,70826.0,10.9621
2025-12-04,10.702,103317.0,10.8153
2025-12-05,10.78,109053.0,10.7481
2025-12-08,10.789,86821.0,10.8189
2025-12-09,10.944,66566.0,10.8581
2025-12-10,11.17,109233.0,11.0081
2025-12-11,11.22,124023.0,11.2055
2025-12-12,11.2395,97291.0,11.2656
2025-12-15,11.282,101560.0,11.2213
2025-12-16,11.263,78636.0,11.2594
2025-12-17,11.3995,96326.0,11.366
2025-12-18,11.352,65816.0,11.331
2025-12-19,11.307,76291.0,11.4136
2025-12-22,11.1295,92994.0,11.2085
2025-12-23,11.112,89833.0,11.1348
2025-12-24,11.144,162134.0,11.1793
2025-12-25,11.035,87560.0,11.0643
2025-12-26,11.036,100025.0,11.0441
2025-12-29,11.101,81830.0,11.0575
2025-12-30,11.2285,67308.0,11.1751
2026-01-05,11.4105,14411.0,11.3873
2026-01-06,11.3145,10158.0,11.3763
2026-01-08,11.315,18576.0,11.3595
2026-01-09,11.228,10057.0,11.253
2026-01-12,11.26,69668.0,11.2788
2026-01-13,11.2845,55231.0,11.2711
2026-01-14,11.1915,77546.0,11.2332
2026-01-15,11.152,75713.0,11.2215
2026-01-16,11.169,79249.0,11.1515
2026-01-19,11.1425,47091.0,11.1558
2026-01-20,11.1505,50324.0,11.1668
2026-01-21,10.955,107279.0,11.0864
2026-01-22,10.83,85403.0,10.8625
2026-01-23,10.855,59571.0,10.8705
2026-01-26,10.9965,99341.0,10.9367
2026-01-27,10.9195,106095.0,10.9641
2026-01-28,10.948,90696.0,10.9435
2026-01-29,10.7645,123861.0,10.8724
2026-01-30,10.936,95807.0,10.8801
2026-02-02,10.996,75584.0,11.0471
2026-02-03,11.0925,80834.0,11.0641
2026-02-04,10.9865,101237.0,11.0342
2026-02-05,11.07,86418.0,11.0062
2026-02-06,11.142,113143.0,11.115
2026-02-09,11.165,72962.0,11.1705
2026-02-10,11.158,91438.0,11.1579
2026-02-11,11.15,117921.0,11.1611
2026-02-12,11.173,88414.0,11.1578
2026-02-13,11.096,72456.0,11.1411
2026-02-16,11.125,69351.0,11.0884
2026-02-17,10.99,38554.0,11.0692
2026-02-18,11.111,73718.0,11.0513
2026-02-19,11.05,102815.0,11.0757
2026-02-20,11.11,66880.0,11.0938
2026-02-24,11.0515,53270.0,11.1069
2026-02-25,11.2905,64232.0,11.1525
2026-02-26,11.211,74766.0,11.2415
2026-02-27,11.2025,84724.0,11.2341
2026-03-02,11.223,65024.0,11.2068
2026-03-03,11.168,61768.0,11.2067
2026-03-04,11.2715,88185.0,11.2545
2026-03-05,11.4,66782.0,11.3583
2026-03-06,11.4015,79094.0,11.4329
2026-03-09,11.27,21587.0,11.2697
2026-03-10,11.489,67627.0,11.4557
2026-03-11,11.5215,78054.0,11.5037
2026-03-12,11.591,59467.0,11.5281
2026-03-13,11.6505,96109.0,11.65
2026-03-16,11.82,83667.0,11.7581
2026-03-17,12.0025,65491.0,11.9157
2026-03-18,12.1895,119682.0,12.1279
2026-03-19,12.47,160889.0,12.3947
2026-03-20,12.019,229144.0,12.1802
2026-03-23,11.9105,113622.0,11.8769
2026-03-24,11.66,140148.0,11.7231
2026-03-25,11.83,98355.0,11.7032
2026-03-26,11.682,144927.0,11.859
2026-03-27,11.8235,126728.0,11.7266
2026-03-30,11.756,76587.0,11.7404
2026-03-31,11.743,138135.0,11.7926
2026-04-01,11.682,62255.0,11.7069
2026-04-02,11.62,110917.0,11.6333
2026-04-03,11.5005,83801.0,11.5579
2026-04-06,11.4775,112271.0,11.4657
2026-04-07,11.3905,93102.0,11.4583
2026-04-08,11.455,90239.0,11.4589
2026-04-09,11.2955,97782.0,11.3617
2026-04-10,11.2355,127129.0,11.2451
2026-04-13,11.175,78217.0,11.1363
2026-04-14,11.047,92437.0,11.0873
2026-04-15,11.061,124487.0,11.0537
2026-04-16,11.1235,132668.0,11.1665
2026-04-17,11.111,85624.0,11.1376
2026-04-20,10.998,52891.0,11.0329
2026-04-21,10.954,96851.0,10.9487
2026-04-22,10.952,64123.0,10.9842
2026-04-23,11.07,121731.0,10.9978
2026-04-24,10.98,99841.0,11.0253
2026-04-27,10.9395,107030.0,10.951
2026-04-28,10.98,72842.0,10.9538
