date,S1_long_thr2,S1_long_thr3,S1_long_thr5,S1_long_thr7,S1_long_thr10,S2_ls_thr3,S2_ls_thr5,S2_ls_thr7,S2_ls_thr10,S3_prop_sc5,S3_prop_sc10,S3_prop_sc15,S4_long_thr3_rate_filter,BH_buy_hold,RF_ofz
2014-04-04,1.0050503334416705,1.0050503334416705,1.0050503334416705,1.0050503334416705,1.0050503334416705,1.0050503334416705,1.0050503334416705,1.0050503334416705,1.0050503334416705,1.0050503334416705,1.0050503334416705,1.0050503334416705,1.0050503334416705,1.076755435855003,1.0050503334416705
2014-04-07,1.0053764865047978,1.0053764865047978,1.0053764865047978,1.0053764865047978,1.0053764865047978,1.0053764865047978,1.0053764865047978,1.0053764865047978,1.0053764865047978,1.0053764865047978,1.0053764865047978,1.0053764865047978,1.0053764865047978,1.0513478054721281,1.0053764865047978
2014-04-08,1.0057001702925987,1.0057001702925987,1.0057001702925987,1.0057001702925987,1.0057001702925987,1.0057001702925987,1.0057001702925987,1.0057001702925987,1.0057001702925987,1.0057001702925987,1.0057001702925987,1.0057001702925987,1.0057001702925987,1.0533262046497032,1.0057001702925987
2014-04-09,1.0060239582913058,1.0060239582913058,1.0060239582913058,1.0060239582913058,1.0060239582913058,1.0060239582913058,1.0060239582913058,1.0060239582913058,1.0060239582913058,1.0060239582913058,1.0060239582913058,1.0060239582913058,1.0060239582913058,1.0506156419969623,1.0060239582913058
2014-04-10,1.0063471140087594,1.0063471140087594,1.0063471140087594,1.0063471140087594,1.0063471140087594,1.0063471140087594,1.0063471140087594,1.0063471140087594,1.0063471140087594,1.0063471140087594,1.0063471140087594,1.0063471140087594,1.0063471140087594,1.0653056453391152,1.0063471140087594
2014-04-11,1.0066722151825531,1.0066722151825531,1.0066722151825531,1.0066722151825531,1.0066722151825531,1.0066722151825531,1.0066722151825531,1.0066722151825531,1.0066722151825531,1.0066722151825531,1.0066722151825531,1.0066722151825531,1.0066722151825531,1.0611697006017435,1.0066722151825531
2014-04-14,1.007000735294812,1.007000735294812,1.007000735294812,1.007000735294812,1.007000735294812,1.007000735294812,1.007000735294812,1.007000735294812,1.007000735294812,1.007000735294812,1.007000735294812,1.007000735294812,1.007000735294812,1.0475078417140786,1.007000735294812
2014-04-15,1.0073341461154537,1.0073341461154537,1.0073341461154537,1.0073341461154537,1.0073341461154537,1.0073341461154537,1.0073341461154537,1.0073341461154537,1.0073341461154537,1.0073341461154537,1.0073341461154537,1.0073341461154537,1.0073341461154537,1.0211421676349763,1.0073341461154537
2014-04-16,1.0076684029865675,1.0076684029865675,1.0076684029865675,1.0076684029865675,1.0076684029865675,1.0076684029865675,1.0076684029865675,1.0076684029865675,1.0076684029865675,1.0076684029865675,1.0076684029865675,1.0076684029865675,1.0076684029865675,1.0301695875043055,1.0076684029865675
2014-04-17,1.0080020348672591,1.0080020348672591,1.0080020348672591,1.0080020348672591,1.0080020348672591,1.0080020348672591,1.0080020348672591,1.0080020348672591,1.0080020348672591,1.0080020348672591,1.0080020348672591,1.0080020348672591,1.0080020348672591,1.035676391514328,1.0080020348672591
2014-04-18,1.0083317259825841,1.0083317259825841,1.0083317259825841,1.0083317259825841,1.0083317259825841,1.0083317259825841,1.0083317259825841,1.0083317259825841,1.0083317259825841,1.0083317259825841,1.0083317259825841,1.0083317259825841,1.0083317259825841,1.0566053623416687,1.0083317259825841
