date,usdrub
2014-11-07,46.65
2014-11-10,45.8525
2014-11-11,46.3515
2014-11-12,45.9615
2014-11-13,46.82
2014-11-14,47.1735
2014-11-17,47.1045
2014-11-18,46.9025
2014-11-19,46.861
2014-11-20,46.152
2014-11-21,45.714
2014-11-24,44.997
2014-11-25,46.263
2014-11-26,47.388
2014-11-27,48.655
2014-11-28,50.4085
2014-12-01,51.22
2014-12-02,53.85
2014-12-03,53.1905
2014-12-04,54.29
2014-12-05,52.51
2014-12-08,53.745
2014-12-09,54.049
2014-12-10,54.85
2014-12-11,56.44
2014-12-12,58.18
2014-12-15,64.4455
2014-12-16,67.5
2014-12-17,60.2205
2014-12-18,61.5
2014-12-19,58.55
2014-12-22,55.8
2014-12-23,54.5035
2014-12-24,53.44
2014-12-25,52.5515
2014-12-26,54.004
2014-12-29,58.322
2014-12-30,56.0
2015-01-05,60.85
2015-01-06,63.24
2015-01-08,60.301
2015-01-09,61.55
2015-01-12,63.17
2015-01-13,65.25
2015-01-14,64.773
2015-01-15,65.29
2015-01-16,65.1985
2015-01-19,65.02
2015-01-20,65.2
2015-01-21,65.35
2015-01-22,64.12
2015-01-23,64.2395
2015-01-26,68.799
2015-01-27,66.82
2015-01-28,68.0345
2015-01-29,68.73
2015-01-30,68.9105
2015-02-02,68.42
2015-02-03,65.168
2015-02-04,67.993
2015-02-05,66.6
2015-02-06,66.985
2015-02-09,65.86
2015-02-10,65.455
2015-02-11,65.25
2015-02-12,65.27
2015-02-13,63.5
2015-02-16,63.184
2015-02-17,62.505
2015-02-18,61.582
2015-02-19,61.9
2015-02-20,62.05
2015-02-24,62.853
2015-02-25,61.389
2015-02-26,61.15
2015-02-27,61.6
2015-03-02,62.65
2015-03-03,61.887
2015-03-04,61.945
2015-03-05,60.821
2015-03-06,60.445
2015-03-10,62.53
2015-03-11,61.617
2015-03-12,61.19
2015-03-13,62.249
2015-03-16,62.192
2015-03-17,61.45
2015-03-18,59.335
2015-03-19,59.994
2015-03-20,59.255
2015-03-23,58.741
2015-03-24,57.69
2015-03-25,57.45
2015-03-26,57.291
2015-03-27,57.9
2015-03-30,57.61
2015-03-31,58.205
2015-04-01,57.61
2015-04-02,56.65
2015-04-03,56.606
2015-04-06,55.488
2015-04-07,55.026
2015-04-08,53.637
2015-04-09,51.862
2015-04-10,53.6
2015-04-13,52.03
2015-04-14,50.897
2015-04-15,49.7
2015-04-16,49.8
2015-04-17,51.895
2015-04-20,53.335
2015-04-21,53.8
2015-04-22,52.18
2015-04-23,50.78
2015-04-24,50.9
2015-04-27,51.978
2015-04-28,51.546
2015-04-29,51.055
2015-04-30,51.69
2015-05-05,50.496
2015-05-06,50.998
2015-05-07,50.29
2015-05-08,51.04
2015-05-12,49.958
2015-05-13,49.27
2015-05-14,50.134
2015-05-15,49.57
2015-05-18,49.147
2015-05-19,49.57
2015-05-20,49.701
2015-05-21,49.99
2015-05-22,50.028
2015-05-25,49.965
2015-05-26,50.96
2015-05-27,51.99
2015-05-28,52.6
2015-05-29,52.31
2015-06-01,53.625
2015-06-02,52.78
2015-06-03,54.3
2015-06-04,56.46
2015-06-05,56.245
2015-06-08,55.995
2015-06-09,55.545
2015-06-10,54.331
2015-06-11,54.798
2015-06-15,54.5
2015-06-16,53.78
2015-06-17,53.6
2015-06-18,53.47
2015-06-19,54.0
2015-06-22,53.95
2015-06-23,53.855
2015-06-24,54.446
2015-06-25,54.72
2015-06-26,54.78
2015-06-29,55.715
2015-06-30,55.3
2015-07-01,55.843
2015-07-02,55.53
2015-07-03,56.0
2015-07-06,56.889
2015-07-07,56.739
2015-07-08,57.513
2015-07-09,57.17
2015-07-10,56.429
2015-07-13,56.52
2015-07-14,56.414
2015-07-15,56.938
2015-07-16,56.95
2015-07-17,56.987
2015-07-20,57.0
2015-07-21,56.938
2015-07-22,57.445
2015-07-23,57.851
2015-07-24,58.425
2015-07-27,59.645
2015-07-28,60.02
2015-07-29,58.67
2015-07-30,59.748
2015-07-31,61.72
2015-08-03,63.515
2015-08-04,63.07
2015-08-05,63.461
2015-08-06,64.02
2015-08-07,64.045
2015-08-10,62.81
2015-08-11,64.28
2015-08-12,64.21
2015-08-13,64.705
2015-08-14,64.997
2015-08-17,65.51
2015-08-18,65.881
2015-08-19,66.605
2015-08-20,67.959
2015-08-21,69.108
2015-08-24,70.9
2015-08-25,68.85
2015-08-26,68.901
2015-08-27,66.009
2015-08-28,65.402
2015-08-31,64.249
2015-09-01,66.85
2015-09-02,67.079
2015-09-03,67.2
2015-09-04,68.42
2015-09-07,69.114
2015-09-08,67.99
2015-09-09,68.485
2015-09-10,67.668
2015-09-11,67.924
2015-09-14,67.49
2015-09-15,66.7
2015-09-16,65.33
2015-09-17,65.437
2015-09-18,66.502
2015-09-21,65.988
2015-09-22,66.022
2015-09-23,66.42
2015-09-24,66.099
2015-09-25,65.53
2015-09-28,66.085
2015-09-29,65.73
2015-09-30,65.39
2015-10-01,65.65
2015-10-02,66.012
2015-10-05,64.749
2015-10-06,63.33
2015-10-07,62.664
2015-10-08,61.37
2015-10-09,61.876
2015-10-12,62.275
2015-10-13,63.039
2015-10-14,62.709
2015-10-15,61.403
2015-10-16,61.285
2015-10-19,62.262
2015-10-20,62.115
2015-10-21,63.005
2015-10-22,62.591
2015-10-23,62.38
2015-10-26,63.02
2015-10-27,64.9
2015-10-28,63.95
2015-10-29,64.4
2015-10-30,63.958
2015-11-02,63.665
2015-11-03,62.628
2015-11-05,63.45
2015-11-06,64.598
2015-11-09,64.59
2015-11-10,64.56
2015-11-11,65.415
2015-11-12,66.635
2015-11-13,66.777
2015-11-16,65.27
2015-11-17,65.148
2015-11-18,64.753
2015-11-19,64.618
2015-11-20,64.75
2015-11-23,65.836
2015-11-24,65.452
2015-11-25,65.525
2015-11-26,65.837
2015-11-27,66.48
2015-11-30,66.49
2015-12-01,66.61
2015-12-02,67.5
2015-12-03,67.508
2015-12-04,68.135
2015-12-07,69.499
2015-12-08,69.4
2015-12-09,69.368
2015-12-10,69.15
2015-12-11,70.362
2015-12-14,70.555
2015-12-15,69.941
2015-12-16,70.396
2015-12-17,71.183
2015-12-18,70.948
2015-12-21,71.233
2015-12-22,71.233
2015-12-23,69.8
2015-12-24,70.24
2015-12-25,70.689
2015-12-28,72.225
2015-12-29,72.205
2015-12-30,73.59
2016-01-04,73.16
2016-01-05,73.316
2016-01-06,74.76
2016-01-11,76.211
2016-01-12,77.065
2016-01-13,76.677
2016-01-14,76.051
2016-01-15,77.603
2016-01-18,79.29
2016-01-19,78.561
2016-01-20,81.4
2016-01-21,82.63
2016-01-22,78.024
2016-01-25,80.04
2016-01-26,78.3
2016-01-27,77.667
2016-01-28,76.397
2016-01-29,75.43
2016-02-01,77.31
2016-02-02,79.755
2016-02-03,76.904
2016-02-04,76.969
2016-02-05,77.47
2016-02-08,78.544
2016-02-09,79.701
2016-02-10,78.606
2016-02-11,79.592
2016-02-12,78.34
2016-02-15,76.95
2016-02-16,77.899
2016-02-17,75.032
2016-02-18,76.5
2016-02-19,76.986
2016-02-20,77.05
2016-02-22,75.3
2016-02-24,75.711
2016-02-25,75.385
2016-02-26,76.2
2016-02-29,75.2
2016-03-01,73.392
2016-03-02,73.07
2016-03-03,73.171
2016-03-04,71.97
2016-03-07,71.471
2016-03-09,71.141
2016-03-10,71.455
2016-03-11,69.883
2016-03-14,69.96
2016-03-15,71.04
2016-03-16,69.123
2016-03-17,68.1
2016-03-18,68.389
2016-03-21,67.822
2016-03-22,67.5
2016-03-23,68.737
2016-03-24,68.527
2016-03-25,68.454
2016-03-28,68.47
2016-03-29,68.05
2016-03-30,68.24
2016-03-31,67.025
2016-04-01,67.595
2016-04-04,68.7
2016-04-05,68.562
2016-04-06,67.59
2016-04-07,68.028
2016-04-08,67.15
2016-04-11,66.773
2016-04-12,65.715
2016-04-13,66.31
2016-04-14,66.11
2016-04-15,66.447
2016-04-18,66.118
2016-04-19,65.853
2016-04-20,65.157
2016-04-21,66.84
2016-04-22,66.455
2016-04-25,66.567
2016-04-26,65.2
2016-04-27,65.12
2016-04-28,64.719
2016-04-29,64.63
2016-05-04,66.529
2016-05-05,65.89
2016-05-06,65.945
2016-05-10,66.31
2016-05-11,64.978
2016-05-12,64.895
2016-05-13,65.48
2016-05-16,64.9
2016-05-17,64.72
2016-05-18,65.999
2016-05-19,66.78
2016-05-20,66.798
2016-05-23,66.808
2016-05-24,66.184
2016-05-25,65.508
2016-05-26,65.801
2016-05-27,66.144
2016-05-30,65.75
2016-05-31,66.7
2016-06-01,67.14
2016-06-02,66.96
2016-06-03,65.62
2016-06-06,65.245
2016-06-07,64.6225
2016-06-08,63.61
2016-06-09,64.3275
2016-06-10,65.28
2016-06-14,66.14
2016-06-15,65.5125
2016-06-16,65.78
2016-06-17,64.85
2016-06-20,64.2975
2016-06-21,63.755
2016-06-22,64.89
2016-06-23,63.85
2016-06-24,65.2625
2016-06-27,65.4875
2016-06-28,64.1
2016-06-29,63.85
2016-06-30,63.99
2016-07-01,63.8
2016-07-04,63.935
2016-07-05,64.3175
2016-07-06,64.2075
2016-07-07,64.565
2016-07-08,63.98
2016-07-11,64.2
2016-07-12,63.89
2016-07-13,63.85
2016-07-14,62.85
2016-07-15,63.51
2016-07-18,62.8425
2016-07-19,63.5475
2016-07-20,63.74
2016-07-21,64.37
2016-07-22,64.88
2016-07-25,65.415
2016-07-26,65.9475
2016-07-27,65.9275
2016-07-28,66.615
2016-07-29,66.035
2016-08-01,66.895
2016-08-02,66.6475
2016-08-03,66.27
2016-08-04,65.7875
2016-08-05,65.5475
2016-08-08,64.615
2016-08-09,64.765
2016-08-10,64.87
2016-08-11,64.325
2016-08-12,64.75
2016-08-15,64.03
2016-08-16,63.775
2016-08-17,63.825
2016-08-18,63.65
2016-08-19,63.9
2016-08-22,64.8125
2016-08-23,64.6
2016-08-24,65.17
2016-08-25,64.6625
2016-08-26,64.86
2016-08-29,64.75
2016-08-30,65.25
2016-08-31,65.315
2016-09-01,65.92
2016-09-02,65.095
2016-09-05,65.08
2016-09-06,64.5625
2016-09-07,64.135
2016-09-08,63.9975
2016-09-09,64.82
2016-09-12,64.5875
2016-09-13,65.2975
2016-09-14,65.16
2016-09-15,64.775
2016-09-16,65.12
2016-09-19,64.65
2016-09-20,64.7775
2016-09-21,63.81
2016-09-22,63.7025
2016-09-23,64.06
2016-09-26,63.95
2016-09-27,63.86
2016-09-28,63.04
2016-09-29,63.08
2016-09-30,62.805
2016-10-03,62.29
2016-10-04,62.665
2016-10-05,62.4375
2016-10-06,62.13
2016-10-07,62.2125
2016-10-10,62.005
2016-10-11,62.6625
2016-10-12,63.02
2016-10-13,63.03
2016-10-14,62.96
2016-10-17,63.11
2016-10-18,62.81
2016-10-19,62.285
2016-10-20,62.4875
2016-10-21,62.37
2016-10-24,62.1825
2016-10-25,62.24
2016-10-26,62.91
2016-10-27,62.7025
2016-10-28,63.02
2016-10-31,63.375
2016-11-01,63.32
2016-11-02,63.515
2016-11-03,63.58
2016-11-07,63.6325
2016-11-08,63.7625
2016-11-09,63.89
2016-11-10,65.4725
2016-11-11,65.72
2016-11-14,66.0325
2016-11-15,64.195
2016-11-16,64.7175
2016-11-17,64.8
2016-11-18,64.7025
2016-11-21,63.91
2016-11-22,63.7825
2016-11-23,64.4625
2016-11-24,64.485
2016-11-25,64.95
2016-11-28,64.84
2016-11-29,65.1125
2016-11-30,64.14
2016-12-01,63.98
2016-12-02,63.88
2016-12-05,63.82
2016-12-06,63.8725
2016-12-07,63.2275
2016-12-08,63.28
2016-12-09,62.495
2016-12-12,61.05
2016-12-13,60.605
2016-12-14,62.1
2016-12-15,61.7475
2016-12-16,62.0825
2016-12-19,61.9475
2016-12-20,61.46
2016-12-21,61.1675
2016-12-22,60.965
2016-12-23,61.04
2016-12-26,60.99
2016-12-27,60.67
2016-12-28,60.335
2016-12-29,60.4
2016-12-30,61.2725
2017-01-03,60.9025
2017-01-04,60.46
2017-01-05,59.45
2017-01-06,59.62
2017-01-09,60.09
2017-01-10,60.1675
2017-01-11,59.7475
2017-01-12,59.3325
2017-01-13,59.66
2017-01-16,59.87
2017-01-17,59.41
2017-01-18,59.56
2017-01-19,59.72
2017-01-20,59.755
2017-01-23,59.5175
2017-01-24,59.24
2017-01-25,59.5175
2017-01-26,60.4375
2017-01-27,59.83
2017-01-30,59.93
2017-01-31,60.16
2017-02-01,60.1325
2017-02-02,59.425
2017-02-03,58.9625
2017-02-06,58.9025
2017-02-07,59.32
2017-02-08,59.23
2017-02-09,58.95
2017-02-10,58.24
2017-02-13,57.98
2017-02-14,57.1075
2017-02-15,57.265
2017-02-16,57.6
2017-02-17,58.4175
2017-02-20,57.95
2017-02-21,57.4025
2017-02-22,58.0725
2017-02-24,58.445
2017-02-27,58.0525
2017-02-28,58.2875
2017-03-01,58.3075
2017-03-02,58.805
2017-03-03,58.23
2017-03-06,58.19
2017-03-07,58.18
2017-03-09,59.3175
2017-03-10,58.9975
2017-03-13,58.7725
2017-03-14,59.16
2017-03-15,58.39
2017-03-16,57.79
2017-03-17,57.22
2017-03-20,57.3025
2017-03-21,57.7
2017-03-22,57.7875
2017-03-23,57.465
2017-03-24,56.88
2017-03-27,56.9025
2017-03-28,57.0075
2017-03-29,56.61
2017-03-30,56.08
2017-03-31,56.28
2017-04-03,56.115
2017-04-04,56.09
2017-04-05,56.38
2017-04-06,56.3975
2017-04-07,57.25
2017-04-10,57.1675
2017-04-11,56.8975
2017-04-12,56.595
2017-04-13,56.2825
2017-04-14,56.3625
2017-04-17,55.9425
2017-04-18,56.25
2017-04-19,56.5675
2017-04-20,56.1975
2017-04-21,56.455
2017-04-24,55.8475
2017-04-25,56.1675
2017-04-26,57.16
2017-04-27,56.9725
2017-04-28,56.9225
2017-05-02,57.0
2017-05-03,57.3825
2017-05-04,58.3975
2017-05-05,57.9325
2017-05-10,57.435
2017-05-11,57.05
2017-05-12,57.085
2017-05-15,56.345
2017-05-16,56.58
2017-05-17,57.085
2017-05-18,57.58
2017-05-19,56.9
2017-05-22,56.64
2017-05-23,56.36
2017-05-24,56.405
2017-05-25,56.96
2017-05-26,56.5
2017-05-29,56.45
2017-05-30,56.54
2017-05-31,56.56
2017-06-01,56.385
2017-06-02,56.6575
2017-06-05,56.6
2017-06-06,56.52
2017-06-07,57.0825
2017-06-08,56.9175
2017-06-09,57.03
2017-06-13,56.98
2017-06-14,57.435
2017-06-15,57.89
2017-06-16,57.77
2017-06-19,58.4425
2017-06-20,59.6325
2017-06-21,60.3225
2017-06-22,59.9375
2017-06-23,59.385
2017-06-26,58.77
2017-06-27,59.49
2017-06-28,59.2
2017-06-29,59.425
2017-06-30,58.93
2017-07-03,59.265
2017-07-04,59.4125
2017-07-05,59.9825
2017-07-06,60.16
2017-07-07,60.355
2017-07-10,60.23
2017-07-11,60.76
2017-07-12,60.005
2017-07-13,59.8225
2017-07-14,59.09
2017-07-17,59.3275
2017-07-18,59.18
2017-07-19,59.0
2017-07-20,58.935
2017-07-21,59.36
2017-07-24,60.005
2017-07-25,59.87
2017-07-26,59.3975
2017-07-27,59.4975
2017-07-28,59.565
2017-07-31,59.78
2017-08-01,60.35
2017-08-02,60.59
2017-08-03,60.36
2017-08-04,59.97
2017-08-07,60.0325
2017-08-08,59.8175
2017-08-09,59.9825
2017-08-10,60.11
2017-08-11,59.8625
2017-08-14,59.87
2017-08-15,59.7125
2017-08-16,59.3775
2017-08-17,59.225
2017-08-18,59.0
2017-08-21,59.145
2017-08-22,59.07
2017-08-23,59.065
2017-08-24,59.1575
2017-08-25,58.575
2017-08-28,58.435
2017-08-29,58.835
2017-08-30,58.56
2017-08-31,58.02
2017-09-01,57.52
2017-09-04,57.8475
2017-09-05,57.52
2017-09-06,57.35
2017-09-07,56.9
2017-09-08,57.3675
2017-09-11,57.22
2017-09-12,57.71
2017-09-13,57.96
2017-09-14,57.5
2017-09-15,57.69
2017-09-18,58.11
2017-09-19,58.1275
2017-09-20,58.1225
2017-09-21,57.9
2017-09-22,57.5
2017-09-25,57.555
2017-09-26,57.82
2017-09-27,58.195
2017-09-28,57.91
2017-09-29,57.48
2017-10-02,57.9125
2017-10-03,57.9
2017-10-04,57.6875
2017-10-05,57.6975
2017-10-06,58.19
2017-10-09,58.33
2017-10-10,57.9875
2017-10-11,57.8375
2017-10-12,57.6975
2017-10-13,57.16
2017-10-16,57.3175
2017-10-17,57.2925
2017-10-18,57.425
2017-10-19,57.2725
2017-10-20,57.4825
2017-10-23,57.55
2017-10-24,57.62
2017-10-25,57.745
2017-10-26,57.855
2017-10-27,58.06
2017-10-30,57.9725
2017-10-31,58.32
2017-11-01,58.29
2017-11-02,58.1625
2017-11-03,59.08
2017-11-07,59.365
2017-11-08,59.2275
2017-11-09,59.29
2017-11-10,59.22
2017-11-13,59.35
2017-11-14,60.2375
2017-11-15,60.215
2017-11-16,59.6775
2017-11-17,59.08
2017-11-20,59.345
2017-11-21,59.1775
2017-11-22,58.485
2017-11-23,58.45
2017-11-24,58.37
2017-11-27,58.4975
2017-11-28,58.36
2017-11-29,58.62
2017-11-30,58.45
2017-12-01,58.88
2017-12-04,58.8075
2017-12-05,58.75
2017-12-06,59.23
2017-12-07,59.1775
2017-12-08,59.13
2017-12-11,59.005
2017-12-12,59.285
2017-12-13,58.6125
2017-12-14,58.76
2017-12-15,58.8
2017-12-18,58.6625
2017-12-19,58.7625
2017-12-20,58.71
2017-12-21,58.4625
2017-12-22,58.375
2017-12-25,57.9625
2017-12-26,57.62
2017-12-27,57.745
2017-12-28,57.5025
2017-12-29,57.63
2018-01-03,57.22
2018-01-04,56.84
2018-01-05,56.9825
2018-01-09,56.995
2018-01-10,57.0325
2018-01-11,56.4275
2018-01-12,56.65
2018-01-15,56.32
2018-01-16,56.53
2018-01-17,56.7525
2018-01-18,56.525
2018-01-19,56.72
2018-01-22,56.495
2018-01-23,56.35
2018-01-24,56.1725
2018-01-25,55.9275
2018-01-26,56.275
2018-01-29,56.32
2018-01-30,56.385
2018-01-31,56.2075
2018-02-01,55.92
2018-02-02,56.55
2018-02-05,57.195
2018-02-06,56.855
2018-02-07,57.61
2018-02-08,58.4225
2018-02-09,58.4
2018-02-12,57.83
2018-02-13,57.63
2018-02-14,56.71
2018-02-15,56.3925
2018-02-16,56.3975
2018-02-19,56.46
2018-02-20,56.565
2018-02-21,56.76
2018-02-22,56.5175
2018-02-26,55.705
2018-02-27,56.275
2018-02-28,56.3325
2018-03-01,56.8225
2018-03-02,56.815
2018-03-05,56.42
2018-03-06,56.67
2018-03-07,56.79
2018-03-09,56.66
2018-03-12,56.88
2018-03-13,57.02
2018-03-14,57.1225
2018-03-15,57.46
2018-03-16,57.49
2018-03-19,57.84
2018-03-20,57.53
2018-03-21,56.88
2018-03-22,57.245
2018-03-23,57.29
2018-03-26,57.1625
2018-03-27,57.5125
2018-03-28,57.7225
2018-03-29,57.2575
2018-03-30,57.145
2018-04-02,57.4825
2018-04-03,57.57
2018-04-04,57.445
2018-04-05,57.71
2018-04-06,58.175
2018-04-09,60.66
2018-04-10,63.0225
2018-04-11,62.59
2018-04-12,61.99
2018-04-13,62.05
2018-04-16,61.165
2018-04-17,61.5575
2018-04-18,60.85
2018-04-19,60.8925
2018-04-20,61.4
2018-04-23,61.805
2018-04-24,61.62
2018-04-25,62.365
2018-04-26,62.72
2018-04-27,62.155
2018-04-28,62.27
2018-04-30,62.9675
2018-05-02,64.02
2018-05-03,63.025
2018-05-04,62.505
2018-05-07,62.9325
2018-05-08,63.225
2018-05-10,61.71
2018-05-11,61.93
2018-05-14,61.85
2018-05-15,62.3175
2018-05-16,61.73
2018-05-17,62.185
2018-05-18,62.2575
2018-05-21,61.6
2018-05-22,61.21
2018-05-23,61.33
2018-05-24,61.6
2018-05-25,62.2875
2018-05-28,62.32
2018-05-29,62.815
2018-05-30,62.075
2018-05-31,62.405
2018-06-01,62.1925
2018-06-04,62.0575
2018-06-05,62.15
2018-06-06,61.7675
2018-06-07,62.4175
2018-06-08,62.31
2018-06-09,62.525
2018-06-11,62.8175
2018-06-13,62.535
2018-06-14,62.63
2018-06-15,63.1975
2018-06-18,63.4525
2018-06-19,63.875
2018-06-20,63.69
2018-06-21,63.715
2018-06-22,62.895
2018-06-25,62.7825
2018-06-26,63.0275
2018-06-27,63.23
2018-06-28,62.8
2018-06-29,62.77
2018-07-02,63.43
2018-07-03,63.145
2018-07-04,63.24
2018-07-05,63.115
2018-07-06,62.9725
2018-07-09,62.485
2018-07-10,61.735
2018-07-11,62.3575
2018-07-12,62.255
2018-07-13,62.56
2018-07-16,62.33
2018-07-17,62.6
2018-07-18,62.9625
2018-07-19,63.6625
2018-07-20,63.515
2018-07-23,63.0675
2018-07-24,63.325
2018-07-25,62.82
2018-07-26,62.955
2018-07-27,62.7975
2018-07-30,62.2375
2018-07-31,62.5025
2018-08-01,63.045
2018-08-02,63.405
2018-08-03,63.3375
2018-08-06,63.74
2018-08-07,63.49
2018-08-08,65.5475
2018-08-09,66.65
2018-08-10,67.72
2018-08-13,67.8
2018-08-14,66.34
2018-08-15,67.29
2018-08-16,66.8425
2018-08-17,67.03
2018-08-20,67.1075
2018-08-21,67.275
2018-08-22,68.03
2018-08-23,68.19
2018-08-24,67.1
2018-08-27,67.52
2018-08-28,67.87
2018-08-29,67.94
2018-08-30,68.2375
2018-08-31,67.55
2018-09-03,68.12
2018-09-04,68.11
2018-09-05,68.25
2018-09-06,69.255
2018-09-07,69.9125
2018-09-10,70.565
2018-09-11,69.41
2018-09-12,69.0325
2018-09-13,68.25
2018-09-14,68.0525
2018-09-17,68.0625
2018-09-18,67.3725
2018-09-19,66.83
2018-09-20,66.26
2018-09-21,66.41
2018-09-24,65.835
2018-09-25,65.8925
2018-09-26,65.8
2018-09-27,65.6225
2018-09-28,65.535
2018-10-01,65.0
2018-10-02,65.5
2018-10-03,65.8625
2018-10-04,67.0175
2018-10-05,66.5975
2018-10-08,66.5575
2018-10-09,66.25
2018-10-10,66.9
2018-10-11,66.27
2018-10-12,66.1175
2018-10-15,65.65
2018-10-16,65.3075
2018-10-17,65.4975
2018-10-18,65.82
2018-10-19,65.49
2018-10-22,65.25
2018-10-23,65.5125
2018-10-24,65.685
2018-10-25,65.5925
2018-10-26,65.72
2018-10-29,65.85
2018-10-30,65.56
2018-10-31,65.875
2018-11-01,65.72
2018-11-02,66.2025
2018-11-06,66.11
2018-11-07,66.32
2018-11-08,66.9025
2018-11-09,68.005
2018-11-12,67.845
2018-11-13,68.13
2018-11-14,67.02
2018-11-15,65.8975
2018-11-16,65.98
2018-11-19,65.55
2018-11-20,66.165
2018-11-21,65.66
2018-11-22,65.62
2018-11-23,66.1925
2018-11-26,67.1025
2018-11-27,67.1075
2018-11-28,66.955
2018-11-29,66.21
2018-11-30,66.95
2018-12-03,66.5275
2018-12-04,66.82
2018-12-05,66.57
2018-12-06,66.8675
2018-12-07,66.395
