date,usdrub
2023-11-06,92.3925
2023-11-07,92.26
2023-11-08,92.0175
2023-11-09,92.0375
2023-11-10,92.2925
2023-11-13,91.62
2023-11-14,90.6
2023-11-15,89.4575
2023-11-16,89.15
2023-11-17,90.0
2023-11-20,88.4
2023-11-21,87.8675
2023-11-22,88.35
2023-11-23,88.4
2023-11-24,88.6
2023-11-27,88.805
2023-11-28,89.44
2023-11-29,88.55
2023-11-30,89.4525
2023-12-01,90.4075
2023-12-04,90.9275
2023-12-05,92.275
2023-12-06,92.82
2023-12-07,92.1
2023-12-08,91.8975
2023-12-11,90.69
2023-12-12,89.9975
2023-12-13,90.0125
2023-12-14,89.875
2023-12-15,90.275
2023-12-18,90.0575
2023-12-19,90.34
2023-12-20,90.9625
2023-12-21,92.15
2023-12-22,92.0
2023-12-25,91.75
2023-12-26,91.66
2023-12-27,91.27
2023-12-28,89.36
2023-12-29,90.36
2024-01-03,92.0
2024-01-04,91.3325
2024-01-05,90.95
2024-01-08,91.1525
2024-01-09,89.8975
2024-01-10,89.33
2024-01-11,88.59
2024-01-12,88.41
2024-01-15,87.6
2024-01-16,87.8525
2024-01-17,88.95
2024-01-18,89.05
2024-01-19,88.2
2024-01-22,87.8
2024-01-23,88.7
2024-01-24,88.6075
2024-01-25,88.8925
2024-01-26,89.7375
2024-01-29,88.975
2024-01-30,89.72
2024-01-31,90.0175
2024-02-01,90.4675
2024-02-02,91.05
2024-02-05,90.575
2024-02-06,91.22
2024-02-07,91.2675
2024-02-08,90.85
2024-02-09,90.9
2024-02-12,91.31
2024-02-13,91.3025
2024-02-14,91.405
2024-02-15,92.25
2024-02-16,92.2225
2024-02-19,92.3375
2024-02-20,92.3425
2024-02-21,92.55
2024-02-22,92.8525
2024-02-26,92.3725
2024-02-27,92.0525
2024-02-28,91.15
2024-02-29,91.15
2024-03-01,91.67
2024-03-04,91.25
2024-03-05,90.52
2024-03-06,90.595
2024-03-07,90.6025
2024-03-11,90.6275
2024-03-12,91.78
2024-03-13,91.5025
2024-03-14,91.72
2024-03-15,92.9025
2024-03-18,91.9175
2024-03-19,92.6475
2024-03-20,92.25
2024-03-21,92.0625
2024-03-22,92.795
2024-03-25,92.58
2024-03-26,92.7
2024-03-27,92.305
2024-03-28,92.5
2024-03-29,92.48
2024-04-01,92.1425
2024-04-02,92.5775
2024-04-03,92.305
2024-04-04,92.24
2024-04-05,92.5
2024-04-08,92.7
2024-04-09,93.0
2024-04-10,93.4325
2024-04-11,93.2675
2024-04-12,93.43
2024-04-15,93.75
2024-04-16,94.42
2024-04-17,94.27
2024-04-18,93.78
2024-04-19,93.1525
2024-04-22,93.47
2024-04-23,93.1275
2024-04-24,92.245
2024-04-25,91.9375
2024-04-26,91.72
2024-04-27,92.3975
2024-04-29,93.0
2024-04-30,93.0525
2024-05-02,92.05
2024-05-03,91.6
2024-05-06,91.3475
2024-05-07,91.1075
2024-05-08,91.95
2024-05-10,92.255
2024-05-13,91.3525
2024-05-14,91.2925
2024-05-15,91.08
2024-05-16,90.9675
2024-05-17,90.95
2024-05-20,90.75
2024-05-21,90.0875
2024-05-22,90.0575
2024-05-23,90.015
2024-05-24,89.525
2024-05-27,88.62
2024-05-28,88.575
2024-05-29,89.5125
2024-05-30,89.8525
2024-05-31,90.1
2024-06-03,89.0875
2024-06-04,88.8
2024-06-05,88.7675
2024-06-06,88.84
2024-06-07,89.3475
2024-06-10,88.55
2024-06-11,89.1025
2026-02-16,76.3
2026-02-17,75.64
2026-02-18,76.35
2026-02-19,75.54
2026-02-20,76.05
2026-02-24,75.755
2026-02-25,77.13
2026-02-26,76.8
2026-02-27,76.96
2026-03-02,77.2
2026-03-03,77.3625
2026-03-04,77.6325
2026-03-05,78.89
2026-03-06,78.6
2026-03-09,75.0775
2026-03-10,78.86
2026-03-11,78.6125
2026-03-12,79.4
2026-03-13,79.97
2026-03-16,80.835
2026-03-17,81.7
2026-03-18,82.64
2026-03-19,84.8
2026-03-20,82.4
2026-03-23,81.5875
2026-03-24,80.27
2026-03-25,79.6
2026-03-26,81.13
2026-03-27,80.1525
2026-03-30,80.9975
2026-03-31,80.91
2026-04-01,79.6425
2026-04-02,79.45
2026-04-03,78.65
2026-04-06,78.5775
2026-04-07,78.16
2026-04-08,78.1475
2026-04-09,77.02
2026-04-10,76.3775
2026-04-13,75.94
2026-04-14,74.8475
2026-04-15,75.1825
2026-04-16,75.94
2026-04-17,75.6525
2026-04-20,74.9
2026-04-21,74.5125
2026-04-22,74.5475
2026-04-23,75.205
2026-04-24,74.69
2026-04-27,74.1175
2026-04-28,74.84
2026-04-29,74.445
2026-04-30,74.9775
2026-05-04,75.37
2026-05-05,75.395
2026-05-06,74.49
2026-05-07,74.3575
2026-05-08,74.005
2026-05-12,73.62
2026-05-13,73.29
2026-05-14,73.19
2026-05-15,72.91
2026-05-18,72.445
2026-05-19,70.7
2026-05-20,71.315
2026-05-21,71.3725
2026-05-22,71.9125
2026-05-25,72.0825
2026-05-26,71.53
2026-05-27,71.38
2026-05-28,71.2975
2026-05-29,71.3
2026-06-01,72.2775
2026-06-02,73.29
2026-06-03,73.9475
2026-06-04,73.8
2026-06-05,73.99
2026-06-08,73.05
2026-06-09,71.855
2026-06-10,72.25
2026-06-11,72.3875
2026-06-15,72.44
2026-06-16,73.0
2026-06-17,73.27
2026-06-18,73.55
2026-06-19,73.7925
2026-06-22,74.89
2026-06-23,75.105
2026-06-24,75.05
2026-06-25,76.39
2026-06-26,79.2625
2026-06-29,77.42
2026-06-30,79.4125
2026-07-01,78.52
2026-07-02,78.24
2026-07-03,78.32
2026-07-06,76.6525
2026-07-07,77.2475
2026-07-08,76.47
2026-07-09,76.82
2026-07-10,77.3225
2026-07-13,77.295
2026-07-14,78.16
2026-07-15,77.7
2026-07-16,78.74
2026-07-17,78.625
2026-07-20,79.13
2026-07-21,78.5225
2026-07-22,78.41
2026-07-23,79.015
2026-07-24,77.97
2026-07-27,78.58
2026-07-28,79.485
2026-07-29,80.33
2026-07-30,80.1075
2026-07-31,79.4625
2026-08-03,80.9825
2026-08-04,81.03
2026-08-05,81.06
2026-08-06,81.6575
2026-08-07,82.6675
2026-08-10,82.6775
2026-08-11,82.8175
2026-08-12,82.97
2026-08-13,84.1975
2026-08-14,84.69
